9,4,-60,6
9,5,-60,6
9,6,-60,6
9,8,-60,6
26,27,-60,1
26,28,-60,1
26,29,-60,1
26,30,-60,1
41,42,-60,7
41,43,-60,7
41,44,-60,7
41,45,-60,7
14,15,-60,8
14,16,-60,8
14,17,-60,8
14,18,-60,8
